;Trip_Distance_km;Passenger_Count;Base_Fare;Per_Km_Rate;Per_Minute_Rate;Trip_Duration_Minutes;Trip_Price;Afternoon;Evening;Morning;Night;Weekday;Weekend;High;Low;Medium;Clear;Rain;Snow;Code;Cluster
47;26.48;3.0;2.15;1.25;0.2;47.97;44.844;False;False;True;False;False;True;False;False;True;True;False;False;48;18
331;38.13;4.0;3.42;0.63;0.27;52.23;41.544;False;False;False;False;True;False;True;False;False;False;True;False;332;18
79;6.68;2.0;3.32;1.35;0.38;12.08;16.9284;False;False;False;True;False;True;False;False;True;True;False;False;80;18
71;10.74;3.0;2.2;0.51;0.32;49.59;23.5462;False;False;True;False;False;False;False;False;True;True;False;False;72;18
906;41.05;2.0;2.99;1.5;0.1;31.71;67.736;False;False;False;True;False;False;True;False;False;False;False;True;907;18
318;8.67;2.0;4.79;1.79;0.46;71.36;53.1349;False;False;True;False;True;False;True;False;False;False;True;False;319;18
164;5.42;3.0;3.85;1.84;0.24;68.73;30.318;False;False;True;False;True;False;False;False;True;False;True;False;165;19
184;13.64;4.0;2.43;1.54;0.14;43.75;29.5606;False;False;True;False;True;False;False;False;True;False;True;False;185;19
764;2.64;1.0;4.53;1.71;0.43;98.23;51.2833;False;False;True;False;True;False;False;False;True;False;False;True;765;19
144;14.96;1.0;3.79;0.9;0.17;66.66;28.5862;False;False;True;False;True;False;False;False;True;False;True;False;145;19
148;3.52;4.0;3.88;1.53;0.23;87.64;29.4228;False;True;False;False;True;False;False;False;True;False;True;False;149;19
101;32.18;2.0;2.95;1.39;0.17;87.13;62.4923;False;False;False;True;True;False;False;False;True;False;True;False;102;19
350;25.65;2.0;2.49;0.84;0.22;110.81;48.4142;False;True;False;False;True;False;False;False;True;False;False;True;351;19
740;23.67;1.0;4.76;1.73;0.38;43.49;62.2353;False;True;False;False;True;False;False;False;True;False;False;True;741;19
132;6.87;2.0;2.56;1.5;0.23;9.0;14.935;False;False;True;False;True;False;False;False;True;False;True;False;133;19
844;8.28;4.0;3.25;1.27;0.49;11.7;19.4986;False;False;False;True;True;False;False;False;True;False;False;True;845;19
823;20.51;3.0;3.08;1.55;0.28;54.3;50.07450000000001;False;True;False;False;True;False;False;False;True;False;False;True;824;19
206;5.97;4.0;4.69;1.89;0.32;90.57;44.95569999999999;True;False;False;False;True;False;False;False;True;False;True;False;207;19
172;26.09;4.0;3.92;0.87;0.45;62.23;54.62179999999999;False;False;False;False;True;False;False;False;True;False;True;False;173;19
703;7.59;2.0;3.95;0.67;0.25;59.78;23.9803;True;False;False;False;True;False;True;False;False;False;False;False;704;19
564;18.18;2.0;2.72;0.7;0.49;63.0;46.316;False;True;False;False;True;False;True;False;False;False;True;False;565;19
523;42.26;3.0;2.3;1.69;0.26;40.14;84.1558;False;False;True;False;True;False;True;False;False;False;True;False;524;19
574;43.26;4.0;2.92;1.26;0.43;47.55;77.8741;False;False;True;False;True;False;False;False;True;False;False;True;575;19
554;43.96;3.0;4.54;1.24;0.42;71.19;88.9502;False;False;True;False;True;False;False;False;True;False;False;False;555;19
72;1.27;2.0;4.47;0.62;0.16;37.99;11.3358;False;False;True;False;True;False;True;False;False;True;False;False;73;19
480;31.84;3.0;3.94;0.79;0.18;91.81;45.6194;False;True;False;False;True;False;True;False;False;False;False;True;481;19
958;9.15;2.0;2.12;0.84;0.48;81.26;48.8108;True;False;False;False;True;False;False;False;True;False;False;True;959;19
960;5.06;1.0;2.8;1.22;0.48;83.63;49.11559999999999;False;False;True;False;True;False;False;False;True;False;False;False;961;19
573;31.48;1.0;3.38;0.61;0.37;64.47;46.4367;False;True;False;False;True;False;False;False;True;False;False;False;574;19
273;45.75;3.0;4.16;0.75;0.23;52.31;50.5038;False;False;True;False;True;False;False;False;True;False;True;False;274;19
865;28.42;3.0;3.75;1.06;0.41;63.09;59.74210000000001;False;False;False;True;True;False;False;False;True;False;False;True;866;19
851;37.75;2.0;3.55;0.56;0.12;44.99;30.0888;False;True;False;False;True;False;False;False;True;False;False;True;852;19
475;49.66;4.0;4.86;1.15;0.16;68.75;72.969;True;False;False;False;False;True;True;False;False;True;False;False;476;20
952;9.59;2.0;3.29;0.9;0.38;21.83;20.2164;True;False;False;False;False;True;True;False;False;True;False;False;953;20
481;107.78683195771164;1.0;2.05;1.3;0.18;79.6;322.7259960920446;False;False;True;False;False;True;True;False;False;True;False;False;482;20
482;23.27;2.0;4.88;1.9;0.38;78.31;78.85079999999999;True;False;False;False;False;True;False;True;False;True;False;False;483;20
954;21.52;3.0;4.72;1.81;0.48;103.83;93.5096;False;False;False;True;False;True;True;False;False;False;True;False;955;20
472;3.11;3.0;4.42;0.59;0.16;36.62;12.1141;False;True;False;False;False;True;False;True;False;True;False;False;473;20
938;6.77;2.0;2.38;0.92;0.36;5.1;10.4444;True;False;False;False;False;True;True;False;False;True;False;False;939;20
895;11.04;2.0;2.83;0.59;0.38;5.93;11.596999999999998;False;True;False;False;False;True;True;False;False;True;False;False;896;20
531;49.99;3.0;3.07;0.93;0.36;86.67;80.7619;True;False;False;False;False;True;False;True;False;True;False;False;532;20
529;43.37;3.0;2.3;0.73;0.42;53.94;56.61489999999999;True;False;False;False;False;True;False;True;False;True;False;False;530;20
527;14.4;2.0;2.39;1.98;0.19;18.17;34.3543;True;False;False;False;False;True;False;True;False;True;False;False;528;20
260;31.14;2.0;4.29;0.92;0.35;7.26;35.4798;False;False;False;False;False;True;False;True;False;True;False;False;261;20
325;37.16;2.0;3.08;1.72;0.44;39.71;84.4676;True;False;False;False;False;True;False;True;False;False;False;False;326;20
497;4.81;1.0;4.3;1.87;0.28;117.44;46.1779;True;False;False;False;False;True;False;True;False;True;False;False;498;20
501;27.27;3.0;2.52;0.78;0.37;65.42;47.996;True;False;False;False;False;True;True;False;False;True;False;False;502;20
853;45.0;3.0;3.71;1.32;0.32;28.19;72.13080000000001;False;True;False;False;False;True;True;False;False;True;False;False;854;20
195;18.11;2.0;2.93;1.61;0.37;74.66;59.7113;False;True;False;False;False;False;False;True;False;False;True;False;196;20
210;27.89;1.0;2.51;0.65;0.11;97.69;31.3844;False;False;False;False;False;True;False;True;False;True;False;False;211;20
569;18.06;3.0;2.72;0.77;0.33;20.16;23.279;True;False;False;False;False;True;True;False;False;True;False;False;570;20
324;47.79;4.0;2.52;0.82;0.28;106.03;71.3962;False;False;False;False;False;True;False;True;False;True;False;False;325;20
216;16.94;4.0;2.56;0.63;0.19;65.42;25.662;False;False;True;False;False;True;False;True;False;True;False;False;217;20
581;49.02;4.0;4.9;1.65;0.16;59.03;95.2278;True;False;False;False;False;True;False;True;False;True;False;False;582;20
431;38.31;1.0;2.99;0.64;0.41;31.15;40.2799;True;False;False;False;False;True;False;True;False;True;False;False;432;20
230;39.95;3.0;4.46;1.19;0.31;25.25;59.828;False;True;False;False;False;True;False;True;False;True;False;False;231;20
552;28.04;4.0;3.61;1.89;0.48;9.69;61.2568;False;True;False;False;False;True;True;False;False;True;False;False;553;20
429;6.74;4.0;4.68;1.46;0.17;117.71;34.5311;False;True;False;False;False;True;False;True;False;False;True;False;430;20
220;33.22;1.0;2.31;1.66;0.32;41.02;70.5816;False;False;False;True;False;True;False;True;False;True;False;False;221;20
425;27.93;4.0;4.15;0.56;0.2;73.35;34.4608;False;False;False;True;False;True;False;True;False;True;False;False;426;20
369;4.4;2.0;3.77;1.94;0.1;45.28;16.834;False;False;True;False;False;True;False;True;False;False;True;False;370;20
825;46.07;3.0;2.58;0.79;0.43;113.36;87.7201;True;False;False;False;False;True;True;False;False;True;False;False;826;20
314;41.96;4.0;2.21;1.22;0.19;80.28;68.65440000000001;True;False;False;False;False;True;False;True;False;False;True;False;315;20
371;1.89;1.0;2.71;0.62;0.11;20.41;6.1269;False;False;True;False;False;True;False;True;False;True;False;False;372;20
254;9.31;2.0;4.73;0.5;0.2;115.15;32.415000000000006;True;False;False;False;False;True;False;True;False;False;True;False;255;20
243;19.14;2.0;4.97;1.79;0.22;11.2;41.6946;False;True;False;False;False;True;False;True;False;False;False;True;244;20
60;20.05;2.0;3.02;0.86;0.39;24.61;29.8609;False;True;False;False;False;False;False;True;False;False;False;False;61;20
921;24.88;2.0;3.4;1.54;0.2;68.14;55.3432;False;False;True;False;False;True;True;False;False;True;False;False;922;20
175;9.54;1.0;2.1;1.79;0.33;42.43;33.1785;True;False;False;False;False;True;False;False;False;False;True;False;176;20
415;22.97;2.0;2.25;0.76;0.2;60.53;31.8132;False;False;False;True;False;True;False;True;False;False;True;False;416;20
613;5.01;4.0;3.63;0.79;0.37;58.02;29.055300000000003;True;False;False;False;False;True;False;True;False;False;True;False;614;20
104;45.47;4.0;2.12;1.28;0.23;56.93;73.4155;False;False;False;True;False;True;False;True;False;False;True;False;105;20
801;8.47;2.0;3.33;1.15;0.2;61.93;25.4565;False;True;False;False;False;True;True;False;False;True;False;False;802;20
300;3.53;1.0;2.9;0.59;0.12;92.82;16.1211;False;False;True;False;False;True;False;True;False;True;False;False;301;20
442;19.34;2.0;2.06;1.51;0.46;104.31;79.24600000000001;True;False;False;False;False;True;False;True;False;False;False;False;443;20
623;24.74;3.0;5.0;1.82;0.36;107.93;88.8816;False;False;False;True;False;True;True;False;False;True;False;False;624;20
786;29.59;4.0;4.6;1.32;0.28;75.26;64.73160000000001;True;False;False;False;False;True;True;False;False;False;False;True;787;20
119;27.43;4.0;2.58;1.59;0.28;23.53;52.7821;False;False;True;False;False;True;False;True;False;False;True;False;120;20
843;48.09;1.0;4.47;1.23;0.29;92.6;90.4747;True;False;False;False;False;True;True;False;False;True;False;False;844;20
842;9.72;2.0;3.95;1.54;0.17;101.99;36.2571;True;False;False;False;False;True;True;False;False;True;False;False;843;20
153;24.98;3.0;3.06;0.77;0.42;72.14;52.5934;True;False;False;False;False;True;False;True;False;False;True;False;154;20
145;2.81;3.0;2.82;1.12;0.38;56.65;27.4942;False;True;False;False;False;True;False;True;False;False;True;False;146;20
674;21.11;3.0;3.54;0.65;0.36;36.5;30.4015;False;True;False;False;False;True;True;False;False;True;False;False;675;20
704;4.11;4.0;2.27;1.9;0.37;112.28;51.6226;True;False;False;False;False;True;False;True;False;False;False;True;705;20
701;3.54;2.0;3.21;0.7;0.26;55.94;20.2324;True;False;False;False;False;True;False;True;False;False;False;True;702;20
379;14.81;1.0;3.46;0.9;0.12;29.64;20.3458;True;False;False;False;False;True;False;True;False;False;True;False;380;20
377;2.14;4.0;4.01;0.79;0.25;43.3;16.525599999999997;True;False;False;False;False;True;True;False;False;True;False;False;378;20
354;4.46;3.0;3.22;0.53;0.3;60.41;23.7068;True;False;False;False;False;True;False;False;True;True;False;False;355;20
968;28.75;2.0;4.8;1.42;0.22;63.9;59.68299999999999;True;False;False;False;False;True;True;False;False;False;True;False;969;20
964;15.15;2.0;4.43;1.06;0.5;98.52;69.749;True;False;False;False;False;True;False;False;False;True;False;False;965;20
722;4.26;4.0;2.57;0.7;0.14;66.19;14.8186;True;False;False;False;False;True;False;False;False;True;False;False;723;20
139;48.62;1.0;2.15;1.17;0.11;74.49;67.2293;True;False;False;False;False;True;False;True;False;False;True;False;140;20
124;12.17;4.0;2.15;1.73;0.31;7.35;25.4826;True;False;False;False;False;True;False;True;False;False;True;False;125;20
351;42.97;4.0;4.88;1.9;0.38;59.08;108.9734;True;False;False;False;False;True;False;True;False;True;False;False;352;20
949;30.27;4.0;3.66;0.67;0.41;41.65;41.0174;True;False;False;False;False;True;False;False;True;True;False;False;950;21
381;35.14;2.0;3.88;0.81;0.28;55.94;48.006600000000006;True;False;False;False;False;True;False;False;True;True;False;False;382;21
382;31.82;4.0;3.08;0.98;0.32;8.93;37.1212;False;False;False;False;False;True;True;False;False;False;True;False;383;21
757;27.14;2.0;3.99;0.57;0.49;24.44;31.4354;True;False;False;False;False;True;False;False;True;True;False;False;758;21
721;9.88;1.0;4.12;0.87;0.18;72.77;25.8142;False;False;True;False;False;True;False;False;True;True;False;False;722;21
388;37.78;2.0;4.4;0.72;0.23;40.76;40.9764;False;False;False;True;False;True;False;False;True;True;False;False;389;21
705;49.51;2.0;4.84;0.78;0.2;13.75;46.207800000000006;False;False;True;False;False;True;False;False;True;True;False;False;706;21
748;45.42;3.0;4.16;0.74;0.47;27.93;50.89789999999999;False;True;False;False;False;True;False;False;True;True;False;False;749;21
730;9.05;2.0;3.74;0.51;0.18;59.73;19.1069;True;False;False;False;False;True;False;False;True;True;False;False;731;21
699;24.58;1.0;2.22;1.92;0.13;70.61;58.59289999999999;True;False;False;False;False;True;False;False;True;True;False;False;700;21
656;14.91;1.0;4.23;1.28;0.38;112.25;65.9698;True;False;False;False;False;True;False;False;True;True;False;False;657;21
657;18.79;3.0;4.17;1.19;0.25;74.57;45.1726;True;False;False;False;False;True;True;False;False;False;True;False;658;21
304;36.58;4.0;3.13;1.15;0.15;83.96;57.791;False;True;False;False;False;True;False;False;False;False;True;False;305;21
798;35.14;2.0;4.17;1.05;0.11;113.49;53.550900000000006;False;False;True;False;False;True;False;False;True;True;False;False;799;21
765;28.92;1.0;3.5;0.62;0.11;10.15;22.5469;True;False;False;False;False;True;False;False;True;True;False;False;766;21
694;6.63;4.0;4.08;1.72;0.25;101.28;40.8036;True;False;False;False;False;True;False;False;True;True;False;False;695;21
784;9.9;3.0;2.62;0.81;0.34;102.33;45.4312;True;False;False;False;False;True;False;False;True;True;False;False;785;21
781;27.59;1.0;3.69;0.58;0.49;113.43;75.27289999999999;False;False;False;True;False;True;False;False;True;True;False;False;782;21
625;19.08;4.0;4.36;1.22;0.1;115.6;39.1976;True;False;False;False;False;True;False;False;True;True;False;False;626;21
186;41.04;1.0;3.5;1.06;0.4;41.3;63.522400000000005;True;False;False;False;False;True;True;False;False;True;False;False;187;21
394;17.7;1.0;3.39;1.24;0.3;6.12;27.174;True;False;False;False;False;True;False;False;True;True;False;False;395;21
542;12.2;1.0;3.28;1.47;0.12;117.25;35.284;True;False;False;False;False;True;False;False;True;True;False;False;543;21
560;35.5;2.0;3.21;1.91;0.35;111.09;109.89649999999996;True;False;False;False;False;True;False;True;False;False;True;False;561;21
916;15.43;3.0;3.16;0.96;0.41;73.79;48.2267;False;True;False;False;False;True;False;False;True;True;False;False;917;21
427;44.5;4.0;4.02;1.47;0.45;23.88;80.18099999999998;False;False;False;True;False;True;False;False;True;True;False;False;428;21
885;9.75;1.0;3.89;0.99;0.3;105.81;45.2855;True;False;False;False;False;True;False;False;True;True;False;False;886;21
500;35.21;4.0;3.94;0.56;0.39;110.06;66.581;True;False;False;False;False;True;False;False;True;True;False;False;501;21
913;21.06;3.0;3.19;1.74;0.28;17.7;44.7904;True;False;False;False;False;True;False;False;True;True;False;False;914;21
956;26.43;4.0;3.85;1.41;0.36;48.72;58.65549999999999;True;False;False;False;False;True;False;False;True;True;False;False;957;21
806;46.78;3.0;3.13;1.75;0.17;34.03;90.7801;True;False;False;False;False;True;False;False;True;True;False;False;807;21
487;14.77;4.0;4.8;1.21;0.28;113.4;54.42370000000001;True;False;False;False;False;True;False;False;True;True;False;False;488;21
451;28.36;3.0;2.48;1.21;0.13;99.77;49.7657;False;False;False;False;False;True;True;False;False;True;False;False;452;21
479;26.63;1.0;3.73;0.56;0.38;43.27;35.08540000000001;True;False;False;False;False;True;False;False;True;True;False;False;480;21
982;6.22;4.0;3.87;1.16;0.47;75.63;46.6313;True;False;False;False;False;True;False;False;True;True;False;False;983;21
995;5.49;4.0;2.39;0.62;0.49;58.39;34.4049;True;False;False;False;False;True;False;False;True;True;False;False;996;21
471;48.52;2.0;2.6;1.4;0.35;73.59;96.2845;False;True;False;False;False;True;False;False;True;False;False;False;472;22
922;44.83;3.0;2.17;1.09;0.19;72.04;64.7223;True;False;False;False;False;True;False;False;True;False;False;True;923;22
240;47.08;1.0;4.67;0.76;0.34;73.93;65.587;False;True;False;False;False;True;True;False;False;False;True;False;241;22
422;5.47;1.0;2.52;0.82;0.17;75.75;19.8829;False;False;True;False;False;True;False;False;True;True;False;False;423;22
65;27.59;1.0;2.07;1.03;0.46;67.33;61.459500000000006;False;True;False;False;False;True;False;False;True;False;True;False;66;22
498;48.75;2.0;3.46;1.02;0.46;17.41;61.1936;True;False;False;False;False;True;False;False;True;False;True;False;499;22
524;42.08;1.0;2.27;1.41;0.19;64.53;73.86349999999999;True;False;False;False;False;True;False;False;True;False;True;False;525;22
73;40.96;1.0;3.94;1.82;0.4;35.89;92.8432;False;False;True;False;False;True;True;False;False;False;False;False;74;22
608;25.67;3.0;2.59;1.82;0.4;30.6;61.54940000000001;False;False;True;False;False;True;True;False;False;False;False;False;609;22
539;7.33;2.0;4.6;1.5;0.49;29.35;29.9765;True;False;False;False;False;True;False;False;True;False;True;False;540;22
568;45.3;3.0;2.32;0.73;0.28;8.51;37.7718;True;False;False;False;False;True;False;False;True;False;True;False;569;22
506;45.64;4.0;3.56;1.3;0.4;39.63;78.744;True;False;False;False;False;True;False;False;False;False;True;False;507;22
432;31.29;1.0;2.74;1.14;0.34;24.7;46.8086;True;False;False;False;False;True;False;False;True;False;False;True;433;22
209;8.88;4.0;4.72;1.85;0.44;88.21;59.96039999999999;False;False;False;True;False;True;True;False;False;True;False;False;210;22
639;19.49;4.0;4.41;0.69;0.22;76.0;34.5781;False;False;False;True;False;True;False;False;True;False;True;False;640;22
634;6.25;4.0;2.05;1.23;0.37;94.31;44.6322;False;False;False;True;False;True;False;False;True;False;False;True;635;22
204;30.72;3.0;4.75;1.19;0.12;35.2;45.5308;True;False;False;False;False;True;False;False;False;True;False;False;205;22
820;40.34;1.0;3.85;0.87;0.15;29.11;43.31230000000001;False;False;True;False;False;True;False;False;True;True;False;False;821;22
200;32.46;3.0;2.88;1.36;0.5;111.71;102.8806;False;True;False;False;False;True;False;False;False;True;False;False;201;22
317;9.49;3.0;3.74;1.9;0.48;46.08;43.8894;False;True;False;False;False;False;True;False;False;False;True;False;318;22
159;36.68;3.0;3.89;0.94;0.36;106.25;76.6192;False;False;False;False;False;True;True;False;False;False;True;False;160;22
681;13.64;2.0;2.63;1.11;0.16;51.91;26.076;False;False;False;True;False;True;False;False;True;False;True;False;682;22
717;48.29;3.0;3.1;1.57;0.23;109.74;104.1555;True;False;False;False;False;True;False;False;True;False;True;False;718;22
22;105.94355003672597;2.0;3.94;1.69;0.32;23.03;201.869509186128;False;False;False;True;False;True;False;True;False;False;True;False;23;22
251;19.87;1.0;4.4;1.34;0.38;27.6;41.5138;True;False;False;False;False;True;True;False;False;False;False;False;252;22
874;2.24;3.0;2.63;0.68;0.33;13.69;8.6709;False;True;False;False;False;True;False;False;True;True;False;False;875;22
862;26.7;1.0;2.72;1.31;0.19;53.21;47.8069;False;False;True;False;False;True;False;False;True;True;False;False;863;22
140;48.16;1.0;3.72;1.63;0.28;100.12;110.2544;False;False;False;False;False;True;False;False;False;False;True;False;141;22
672;4.93;1.0;2.16;1.07;0.29;8.67;9.9494;False;True;False;False;False;True;False;False;True;True;False;False;673;22
988;13.07;2.0;3.27;1.4;0.19;16.47;24.6973;False;False;False;False;False;True;False;False;True;True;False;False;989;22
979;30.25;2.0;2.38;1.17;0.48;17.18;46.0189;False;True;False;False;False;True;False;False;True;True;False;False;980;22
473;44.67;2.0;4.55;1.12;0.46;14.16;61.09400000000001;True;False;False;False;False;True;False;False;True;False;True;False;474;22
944;11.11;3.0;3.79;1.01;0.17;59.73;25.1652;False;True;False;False;False;True;False;False;True;True;False;False;945;22
950;30.43;2.0;4.52;1.3;0.37;56.58;65.0136;False;False;True;False;False;True;False;False;True;True;False;False;951;22
983;4.68;4.0;2.03;1.24;0.47;97.5;53.6582;True;False;False;False;False;True;False;False;True;False;True;False;984;22
45;33.46;2.0;2.23;0.63;0.12;64.07;30.9982;True;False;False;False;False;True;False;True;False;False;True;False;46;22
571;39.4;2.0;2.92;1.15;0.27;91.44;72.9188;False;False;False;False;False;True;False;False;True;False;True;False;572;23
610;2.93;2.0;4.93;1.58;0.3;113.48;43.60339999999999;False;True;False;False;False;True;False;False;True;False;False;True;611;23
80;43.29;1.0;2.12;1.82;0.37;36.05;94.2463;False;True;False;False;True;False;False;False;True;False;True;False;81;23
211;34.9;3.0;4.9;0.85;0.25;38.29;44.1375;True;False;False;False;False;True;False;False;True;True;False;False;212;23
69;49.36;4.0;4.92;1.13;0.12;36.56;65.084;False;False;True;False;False;False;True;False;False;False;True;False;70;23
959;37.16;1.0;3.04;0.89;0.23;44.3;46.3014;False;True;False;False;False;True;False;False;True;False;False;True;960;23
53;44.85;1.0;3.83;0.51;0.29;52.52;41.9343;False;True;False;False;False;True;False;False;True;False;True;False;54;23
787;20.64;3.0;3.3;0.93;0.11;99.33;33.4215;True;False;False;False;False;False;False;False;True;False;False;False;788;23
102;16.4;1.0;2.38;1.05;0.33;104.04;53.9332;False;True;False;False;True;False;False;False;False;False;True;False;103;23
311;4.84;3.0;4.96;0.58;0.12;51.22;13.9136;False;True;False;False;False;False;False;False;True;False;True;False;312;23
809;6.55;3.0;4.43;0.55;0.3;45.41;21.6555;False;False;True;False;False;True;False;False;True;False;True;False;810;23
989;41.14;3.0;4.14;1.71;0.17;46.78;82.44200000000001;False;True;False;False;False;True;False;False;True;False;True;False;990;23
49;10.06;2.0;2.41;1.16;0.38;16.0;20.1596;False;False;True;False;True;False;False;False;True;False;True;False;50;23
978;25.32;4.0;3.58;1.81;0.36;37.19;62.7976;False;True;False;False;False;True;False;False;True;False;True;False;979;23
912;31.58;1.0;4.57;0.88;0.24;91.7;54.3684;False;False;False;True;False;True;False;False;True;False;True;False;913;23
236;14.76;3.0;3.89;1.92;0.47;49.98;55.71979999999999;False;True;False;False;False;True;False;False;True;True;False;False;237;23
538;23.08;4.0;2.38;1.31;0.24;89.61;54.1212;False;False;True;False;False;True;False;False;True;False;True;False;539;23
803;30.73;3.0;4.33;1.83;0.19;63.09;72.553;False;False;True;False;False;True;False;False;True;False;True;False;804;23
165;41.93;4.0;4.34;1.64;0.21;69.27;87.6519;False;True;False;False;False;True;False;False;True;False;True;False;166;23
117;10.14;3.0;2.73;1.06;0.4;16.24;19.974400000000003;False;True;False;False;True;False;True;False;False;False;True;False;118;23
744;12.38;2.0;4.27;0.93;0.23;61.64;29.9606;True;False;False;False;True;False;False;False;True;False;True;False;745;24
743;25.63;3.0;4.22;1.3;0.26;85.95;59.886;False;False;True;False;True;False;False;False;True;False;True;False;744;24
652;29.76;3.0;2.15;1.94;0.14;20.5;62.7544;False;False;True;False;True;False;False;False;True;False;True;False;653;24
759;39.64;4.0;2.65;1.17;0.42;19.92;57.3952;True;False;False;False;True;False;False;False;True;False;True;False;760;24
669;14.97;2.0;2.43;0.86;0.18;37.85;22.1172;False;True;False;False;True;False;False;False;False;False;True;False;670;24
611;40.17;2.0;3.13;1.88;0.22;65.69;93.1014;True;False;False;False;True;False;False;False;True;False;True;False;612;24
436;4.57;2.0;4.05;0.98;0.3;15.12;13.0646;False;False;False;False;True;False;False;False;True;False;True;False;437;24
399;37.97;2.0;3.6;1.13;0.45;113.49;97.57659999999998;False;True;False;False;True;False;True;False;False;False;True;False;400;24
406;20.07;2.0;3.34;0.85;0.15;78.37;32.155;False;True;False;False;True;False;False;False;True;False;False;True;407;24
185;33.34;1.0;4.28;0.52;0.41;72.33;51.2721;False;False;False;True;False;True;False;False;True;True;False;False;186;24
785;45.51;4.0;3.71;1.26;0.44;89.21;100.305;False;True;False;False;True;False;False;False;True;False;True;False;786;24
106;21.11;4.0;4.61;0.69;0.18;84.06;34.3067;True;False;False;False;False;True;True;False;False;False;True;False;107;24
688;38.71;2.0;2.41;1.25;0.31;114.7;86.3545;True;False;False;False;True;False;False;False;True;False;True;False;689;24
120;40.56;3.0;2.31;0.67;0.44;119.54;82.0828;False;True;False;False;False;True;False;False;True;False;True;False;121;24
380;6.79;3.0;2.61;1.65;0.12;72.29;22.4883;False;False;True;False;False;True;False;False;True;True;False;False;381;24
83;4.11;2.0;4.1;0.63;0.15;30.48;11.2613;False;True;False;False;False;True;True;False;False;False;True;False;84;24
609;34.83;3.0;4.83;1.12;0.41;87.5;79.71459999999999;True;False;False;False;True;False;False;False;True;False;False;True;610;24
90;6.86;2.0;2.93;1.18;0.18;102.45;29.4658;False;False;False;True;False;True;True;False;False;True;False;False;91;24
592;9.91;1.0;3.02;1.53;0.33;61.11;38.348600000000005;False;False;True;False;True;False;False;False;True;False;True;False;593;24
645;44.64;1.0;2.5;1.58;0.11;52.27;78.7809;False;True;False;False;True;False;False;False;True;False;True;False;646;24
582;25.14;2.0;3.13;1.15;0.19;43.04;40.2186;True;False;False;False;True;False;False;False;True;False;True;False;583;24
232;29.27;4.0;3.97;1.9;0.1;33.99;62.982;False;False;True;False;False;True;False;False;True;False;True;False;233;24
233;25.13;4.0;3.61;1.02;0.42;57.23;53.2792;False;False;True;False;False;True;False;False;True;False;True;False;234;24
358;47.07;4.0;2.06;1.86;0.15;71.04;100.2662;False;False;True;False;True;False;False;False;True;False;True;False;359;24
727;39.97;3.0;4.96;0.67;0.15;107.38;47.846900000000005;False;False;False;True;True;False;False;False;True;False;True;False;728;24
929;13.64;4.0;3.77;1.5;0.15;100.3;39.275;False;False;True;False;True;False;False;False;True;False;True;False;930;24
340;25.09;2.0;3.25;1.87;0.33;70.95;73.5818;False;False;True;False;False;True;False;False;True;False;False;True;341;24
348;19.36;1.0;2.96;1.4;0.15;55.49;38.3875;False;False;False;True;True;False;False;False;True;False;True;False;349;24
352;33.28;1.0;4.55;1.86;0.42;8.33;69.9494;False;False;False;False;True;False;False;False;True;False;True;False;353;24
135;16.84;2.0;2.17;1.01;0.12;98.03;30.942000000000004;False;False;True;False;False;True;False;False;True;False;False;True;136;24
152;8.1;1.0;2.62;0.98;0.13;31.19;14.6127;True;False;False;False;False;True;True;False;False;True;False;False;153;24
685;28.28;2.0;4.41;1.88;0.16;87.9;71.6404;False;True;False;False;True;False;False;False;True;False;True;False;686;24
361;32.52;4.0;3.55;1.86;0.18;98.97;81.85180000000001;False;False;True;False;True;False;False;False;True;False;True;False;362;24
675;49.14;3.0;3.58;1.21;0.22;27.99;69.1972;True;False;False;False;True;False;True;False;False;False;True;False;676;24
693;12.88;4.0;4.81;0.76;0.18;98.13;32.2622;False;False;True;False;True;False;False;False;True;False;True;False;694;24
692;25.87;2.0;4.35;1.26;0.23;112.39;62.7959;True;False;False;False;True;False;False;False;False;False;True;False;693;24
691;21.85;3.0;3.93;1.23;0.26;6.8;32.5735;True;False;False;False;True;False;True;False;False;False;True;False;692;24
463;29.59;3.0;4.32;1.46;0.29;6.34;49.36;True;False;False;False;True;False;False;False;True;False;True;False;464;24
455;25.14;3.0;3.87;1.04;0.31;42.11;43.069700000000005;False;False;False;True;True;False;True;False;False;False;True;False;456;24
468;11.96;2.0;4.81;1.49;0.27;70.7;41.71940000000001;False;True;False;False;True;False;False;False;True;False;False;True;469;24
253;16.53;4.0;4.34;0.63;0.27;24.96;21.4931;False;False;True;False;False;True;False;False;True;True;False;False;254;24
286;23.81;1.0;2.81;1.91;0.24;62.02;63.1719;False;False;True;False;False;True;False;False;True;False;True;False;287;24
495;18.31;1.0;4.05;1.37;0.21;64.22;42.6209;True;False;False;False;True;False;False;False;True;False;True;False;496;24
489;44.62;2.0;4.47;0.55;0.44;72.58;60.9462;False;False;False;False;True;False;True;False;False;False;True;False;490;24
875;8.65;3.0;2.12;0.62;0.26;33.37;16.1592;True;False;False;False;True;False;False;False;True;False;True;False;876;24
850;4.29;3.0;2.02;0.99;0.43;17.92;13.9727;False;False;True;False;False;False;False;False;True;False;True;False;851;24
74;35.64;1.0;3.94;0.62;0.1;104.02;36.4388;False;False;False;True;False;True;True;False;False;False;True;False;75;24
267;116.196063616616;4.0;2.2;0.85;0.25;19.63;206.69956969976877;True;False;False;False;False;True;False;False;True;True;False;False;268;24
